Name	Set	ImageFile	Fuerza	Coste	Raza	Tipo	Frecuencia	Habilidad
Amatsu Mara	EspiritudeDragon	EDR-012-236-AmatsuMara	3	3	Kami	Aliado	Real	Cuando entra en juego elige un Aliado oponente y cualquier efecto o habilidad que reciba uno de estos Aliados automaticamente lo recibe el otro.
Sengen	EspiritudeDragon	EDR-013-236-Sengen	4	4	Kami	Aliado	Real	Cuando entra en juego este Kami, puedes tomar hasta 8 cartas de tu Mano y barajarlas con tu Castillo, para luego robar el mismo numero de cartas.
Inari	EspiritudeDragon	EDR-014-236-Inari	3	3	Kami	Aliado	Real	Puedes descartarte de una carta de tu Mano y este Aliado gana un bono de fuerza igual al coste en Oro de la carta descartada. Una vez por turno.
Susano Wa	EspiritudeDragon	EDR-015-236-SusanoWa	6	6	Kami	Aliado	Real	Imbloqueable. No tiene limite de Armas.
Ryujin	EspiritudeDragon	EDR-016-236-Ryujin	5	4	Kami	Aliado	Real	Mientras este en juego todos tus Kami ganan +1 de fuerza y pueden bloquear hasta dos Aliados oponentes.
Izanami	EspiritudeDragon	EDR-017-236-Izanami	4	3	Kami	Aliado	Real	Mientras este Kami este en juego, tus demas Kami no pueden ser afectados por Talismanes en batalla mitologica.
Kagutsuchi	EspiritudeDragon	EDR-018-236-Kagutsuchi	4	2	Kami	Aliado	Real	Para entrar en juego debes descartar una carta de tu Mano.
Bishamon	EspiritudeDragon	EDR-019-236-Bishamon	4	4	Kami	Aliado	Real	Por cada Kami que tengas en juego gana +1 a la fuerza.
Benten	EspiritudeDragon	EDR-020-236-Benten	4	4	Kami	Aliado	Real	Todos tus Kami despues de atacar vuelven a la linea de defensa, mientras este en juego este Aliado.
Raiden	EspiritudeDragon	EDR-021-236-Raiden	0	4	Kami	Aliado	Real	Todos tus turnos gana +2 a la fuerza permanentemente.
Amateratsu	EspiritudeDragon	EDR-022-236-Amateratsu	3	3	Kami	Aliado	Real	Una vez en tu turno y en la fase de reagrupar podras barajar una carta de tu Cementerio con tu Castillo.
Daikoku	EspiritudeDragon	EDR-023-236-Daikoku	1	2	Kami	Aliado	Vasallo	Hasta dos veces por turno toma un Talisman de tu Mano y barajalo con tu Castillo, luego roba dos cartas de tu Castillo.
Hoderi	EspiritudeDragon	EDR-024-236-Hoderi	2	2	Kami	Aliado	Vasallo	En respuesta a un ataque oponente. Cuando asignes a tus Aliados defensores y este Aliado este en la linea de ataque, este puede volver a la linea de defensa para ser asignado como defensor.
Momotaro	EspiritudeDragon	EDR-025-236-Momotaro	1	2	Campeon	Aliado	Vasallo	Cuando entra en juego podras verle la Mano a tu oponente.
Fujin	EspiritudeDragon	EDR-026-236-Fujin	1	2	Kami	Aliado	Vasallo	Cuando entra en juego puedes destruir cualquier Arma en juego, luego puedes robar una carta.
Uzume	EspiritudeDragon	EDR-027-236-Uzume	1	1	Kami	Aliado	Vasallo	Cuando entre en juego elige un Totem oponente y este es barajado en su Mazo Castillo.
Suku Na Biko	EspiritudeDragon	EDR-028-236-SukuNaBiko	1	2	Kami	Aliado	Vasallo	Descarta una carta de tu Mano para que este Aliado gane +2 de fuerza por este turno.
Da Yu	EspiritudeDragon	EDR-029-236-DaYu	1	1	Campeon	Aliado	Vasallo	Puede bloquear a mas de un Aliado.
Izanagi	EspiritudeDragon	EDR-030-236-Izanagi	2	2	Kami	Aliado	Vasallo	Puede portar mas de un Arma. Siempre que se le juegue un Arma podras robar una carta de tu Castillo.
Raiko	EspiritudeDragon	EDR-031-236-Raiko	1	1	Campeon Samurai	Aliado	Vasallo	Puede portar mas de un Arma.
Tsuki Yumi	EspiritudeDragon	EDR-032-236-TsukiYumi	1	2	Kami	Aliado	Vasallo	Puedes destruir este Kami para darle a otro Aliado un bono de fuerza igual a la fuerza de este Kami.
Ebisu	EspiritudeDragon	EDR-033-236-Ebisu	0	2	Kami	Aliado	Vasallo	Si este Kami esta en juego podras robar hasta dos cartas mas al final del turno.
San Xing	EspiritudeDragon	EDR-034-236-SanXing	1	1	Xian	Aliado	Vasallo	Si tienes a mas de tres Xian en juego esta carta es imbloqueable.
Huang Fei Hu	EspiritudeDragon	EDR-035-236-HuangFeiHu	2	2	Xian	Aliado	Vasallo	Cuando entra en juego pasa al control de tu oponente; durante cada turno su controlador bota una carta de su Castillo.
Huang Di	EspiritudeDragon	EDR-036-236-HuangDi	1	1	Campeon	Aliado	Vasallo	Cuando entra en juego podras ver las tres siguientes cartas de cualquier Castillo y ordenarlas como quieras.
Li Tien	EspiritudeDragon	EDR-037-236-LiTien	1	2	Campeon	Aliado	Vasallo	Cuando entra en juego puedes buscar hasta tres Talismanes en tu Cementerio y barajarlos con tu Castillo.
Yu Ren	EspiritudeDragon	EDR-038-236-YuRen	0	2	Xian	Aliado	Vasallo	Cuando entra en juego busca un Xian en tu Cementerio y ponlo en tu Mano.
Lan Cai He	EspiritudeDragon	EDR-039-236-LanCaiHe	1	2	Xian	Aliado	Vasallo	Destruye este Xian para que un Aliado atacante vuelva a la linea de defensa.
Lao Tse	EspiritudeDragon	EDR-040-236-LaoTse	0	2	Xian	Aliado	Vasallo	Este Xian tendra tanta fuerza como el Aliado que mas fuerza tengas en juego.
Yuan Shueh	EspiritudeDragon	EDR-041-236-YuanShueh	1	2	Campeon Shaolin	Aliado	Vasallo	Paga uno de Oro y un Aliado oponente pierde 1 de fuerza una vez por turno.
Niu Wa	EspiritudeDragon	EDR-042-236-NiuWa	3	0	Xian	Aliado	Vasallo	Para que ataque descarta dos cartas de tu Mano.
Cai Shen	EspiritudeDragon	EDR-043-236-CaiShen	2	1	Xian	Aliado	Vasallo	Si este Aliado es destruido barajalo en tu Castillo.
Fu Xi	EspiritudeDragon	EDR-044-236-FuXi	3	3	Xian	Aliado	Real	Una vez en tu turno, cuando reagrupes busca dos Talismanes identicos en tu Mazo Castillo y ponlos en tu Mano.
Sha Heshang	EspiritudeDragon	EDR-045-236-ShaHeshang	2	2	Xian	Aliado	Real	Cuando entra en juego puedes elegir de tu oponente una carta de Aliado de fuerza 2 o menos y barajala en su Mazo.
Guan Ti	EspiritudeDragon	EDR-046-236-GuanTi	5	5	Xian	Aliado	Real	Cuando entra en juego puedes elegir de tu oponente una carta de Aliado de fuerza 6 o menos y barajarla en su Mazo; luego tu oponente se descarta de una carta de su Mano.
Heng-O	EspiritudeDragon	EDR-047-236-Heng-O	4	3	Xian	Aliado	Real	Cuando juegues este Xian puedes poner hasta 5 cartas debajo de este Aliado y podras jugarlas como si estuvieran en tu Mano.
Wang Mu Niang Niang	EspiritudeDragon	EDR-048-236-WangMuNiangNiang	3	4	Xian	Aliado	Real	Destruye este Xian para destruir a todos los Aliados que tengan la misma fuerza que el.
He Xian Gu	EspiritudeDragon	EDR-049-236-HeXianGu	4	4	Xian	Aliado	Real	En batalla mitologica puedes descartar una carta de tu Castillo para que este Aliado sea imbloqueable.
Fan Kui	EspiritudeDragon	EDR-050-236-FanKui	5	5	Xian	Aliado	Real	Despues de reagrupar puedes ver la Mano de tu oponente o pagar uno de Oro para buscar una carta de Oro de tu Mazo Castillo y ponerla en tu Mano.
Lei Kung	EspiritudeDragon	EDR-051-236-LeiKung	0	4	Xian	Aliado	Real	Antes de entrar en juego nombra un Xian que tengas en juego y este entra en juego como dicho Xian.
Shen Yi	EspiritudeDragon	EDR-052-236-ShenYi	1	1	Xian	Aliado	Real	Cuando entra en juego, busca una carta en el Castillo oponente que no sea un Oro y destierrala.
Sun Wu Kung	EspiritudeDragon	EDR-053-236-SunWuKung	1	4	Xian	Aliado	Real	Una vez por turno cada vez que bloquee a un Aliado oponente paga uno de Oro y este Xian tendra uno mas de fuerza que el Aliado que esta atacando.
Lu Dong Pin	EspiritudeDragon	EDR-054-236-LuDongPin	2	3	Xian	Aliado	Real	Una vez por turno paga un Oro y una carta en juego pierde todas sus habilidades por este turno.
Panku	EspiritudeDragon	EDR-055-236-Panku	3	4	Xian	Aliado	Cortesano	Cuando entra en juego este Xian tendra la habilidad de un Totem que este en tu linea de apoyo por el resto del juego.
Men Shen	EspiritudeDragon	EDR-056-236-MenShen	2	4	Xian	Aliado	Cortesano	Cuando entra en juego puedes elegir de tu oponente una carta de oro con habilidad y barajarla en su Mazo.
Kuei Xing	EspiritudeDragon	EDR-057-236-KueiXing	3	3	Xian	Aliado	Cortesano	Cuando entra en juego, tu oponente sube a su Mano una carta de Aliado en juego que tu elijas.
Zhang Guo Lao	EspiritudeDragon	EDR-058-236-ZhangGuoLao	4	4	Xian	Aliado	Cortesano	Cuando este Xian entra en juego tu oponente sube a su Mano dos cartas que tenga en juego.
Han Xiang Zi	EspiritudeDragon	EDR-059-236-HanXiangZi	2	2	Xian	Aliado	Cortesano	En batalla mitologica genera tres Oros virtuales para jugar Talismanes.
Zhong Kui	EspiritudeDragon	EDR-060-236-ZhongKui	1	3	Xian	Aliado	Cortesano	Este Xian puede bloquear a dos Aliados a la vez y recibe todo el dano del ataque de tu oponente. Puedes descartar tres cartas de tu Castillo para que este Aliado no reciba dano en combate.
Tsao Guojiu	EspiritudeDragon	EDR-061-236-TsaoGuojiu	3	3	Xian	Aliado	Cortesano	Cuando entra en juego este Xian tendra la habilidad de uno de tus Oros en juego permanentemente.
Han Zhongli	EspiritudeDragon	EDR-062-236-HanZhongli	2	3	Xian	Aliado	Cortesano	Cuando entra en juego nombra una carta que no sea un Oro. Tu oponente muestra su Mano y se descarta de esa carta.
Tien Mu	EspiritudeDragon	EDR-063-236-TienMu	3	2	Xian	Aliado	Cortesano	Para entrar en juego tu oponente se descarta de dos cartas de su Mano o bota una de su Castillo.
Yu Huang	EspiritudeDragon	EDR-064-236-YuHuang	2	3	Xian	Aliado	Cortesano	Por cada Xian en juego, te cuesta uno menos de Oro jugar a este Xian.
Li Tie Guai	EspiritudeDragon	EDR-065-236-LiTieGuai	2	2	Xian	Aliado	Cortesano	Si es bloqueado, tu oponente se descarta de dos cartas de su Mano.
Baije	EspiritudeDragon	EDR-066-236-Baije	1	2	Xian	Aliado	Vasallo	Cuando entra en juego puedes verle la Mano a tu oponente.
Mono de Hierro	EspiritudeDragon	EDR-067-236-MonodeHierro	0	3	Campeon Shaolin	Aliado	Cortesano	Cada vez que no sea bloqueado este Aliado, tu oponente se descarta de tres cartas.
Yama Bushi	EspiritudeDragon	EDR-068-236-YamaBushi	3	3	Campeon	Aliado	Cortesano	Cuando entra en juego puedes devolver de tu Cementerio a tu Castillo un Campeon. Luego baraja tu Castillo.
Nemuri Kyoshiro	EspiritudeDragon	EDR-069-236-NemuriKyoshiro	2	3	Campeon Samurai	Aliado	Cortesano	Mientras este Campeon este en juego todos tus demas Campeones ganan +1 de fuerza.
Huang Zhong	EspiritudeDragon	EDR-070-236-HuangZhong	3	2	Campeon	Aliado	Cortesano	Mientras este en juego este Campeon, tus demas Campeones no seran afectados por Talismanes en batalla mitologica.
Zato Ichi	EspiritudeDragon	EDR-071-236-ZatoIchi	3	3	Campeon Samurai	Aliado	Cortesano	Al final de tu turno, si todos los Aliados que tienes en juego no son Campeones destruye este Aliado.
Lin Kuei	EspiritudeDragon	EDR-072-236-LinKuei	2	3	Campeon Shaolin	Aliado	Cortesano	Al final de tu turno si este Campeon esta en juego podras robar una carta extra.
Geisha	EspiritudeDragon	EDR-073-236-Geisha	1	3	Campeon	Aliado	Cortesano	Cada turno que no sea declarado atacante, tu oponente elige entre descartarse de una carta de su Mano o botar de su Castillo una carta.
Ma Chao	EspiritudeDragon	EDR-074-236-MaChao	1	4	Campeon	Aliado	Cortesano	Paga tres de Oro y un Aliado oponente no podra utilizar sus habilidades de texto en batalla mitologica.
Shiro Amakusa	EspiritudeDragon	EDR-075-236-ShiroAmakusa	2	2	Campeon Samurai	Aliado	Cortesano	Destruye un Aliado para anular la habilidad jugada por un aliado oponente.
Cao Cao	EspiritudeDragon	EDR-076-236-CaoCao	2	2	Campeon	Aliado	Cortesano	Puede bloquear a dos Aliados atacantes.
Kunoichi	EspiritudeDragon	EDR-077-236-Kunoichi	3	3	Campeon Ninja	Aliado	Cortesano	Cuando asignes el bloqueo, paga uno de Oro y bloquea a un Aliado extra.
Guan Yu	EspiritudeDragon	EDR-078-236-GuanYu	2	3	Campeon	Aliado	Real	Cuando entra en juego tus demas Campeones ganan +2 a la fuerza por el resto del juego.
Liu Bei	EspiritudeDragon	EDR-079-236-LiuBei	4	4	Campeon	Aliado	Real	Cuando entra en juego toma las tres cartas superiores de tu cementerio y barajalas con tu Castillo.
Yagyu Jubei	EspiritudeDragon	EDR-080-236-YagyuJubei	2	2	Campeon Samurai	Aliado	Real	Puede portar dos Katanas; si lo hace es imbloqueable.
Hattori Hanzo	EspiritudeDragon	EDR-081-236-HattoriHanzo	2	2	Campeon Ninja	Aliado	Real	Cuando entra en juego elige entre buscar un Campeon en tu Castillo o robar dos cartas de tu Castillo.
Zhang Fei	EspiritudeDragon	EDR-082-236-ZhangFei	4	3	Campeon	Aliado	Real	Puede bloquear cartas imbloqueables.
Tammo	EspiritudeDragon	EDR-083-236-Tammo	3	4	Campeon	Aliado	Real	Mientras este Campeon este en juego todos los Talismanes que se jueguen seran desterrados.
Miyamoto Musashi	EspiritudeDragon	EDR-084-236-MiyamotoMusashi	3	3	Campeon Samurai	Aliado	Real	Puede portar dos Katanas; si lo hace es imbloqueable.
Hua Mu Lan	EspiritudeDragon	EDR-085-236-HuaMuLan	3	3	Campeon	Aliado	Real	Si ataca gana +2 a la fuerza hasta el final del turno.
Tomoe Gozen	EspiritudeDragon	EDR-086-236-TomoeGozen	5	3	Campeon Samurai	Aliado	Real	Para que pueda atacar paga dos de Oro.
Sasaki Kojiro	EspiritudeDragon	EDR-087-236-SasakiKojiro	2	4	Campeon Samurai	Aliado	Real	Paga uno de Oro y destruye un Aliado oponente que sea Imbloqueable.
13 Heroes Shaolin	EspiritudeDragon	EDR-088-236-13HeroesShaolin	4	4	Campeon Shaolin	Aliado	Real	Cuando entra en juego elige un nivel de fuerza; los Aliados oponentes que tengan esa fuerza no podran bloquear a este Campeon. Esta carta no se considera imbloqueable.
Benkei	EspiritudeDragon	EDR-089-236-Benkei	1	1	Campeon Samurai	Aliado	Vasallo	Destruye este Campeon y un Campeon que tengas en juego no recibe dano en este turno.
Zhao Yun	EspiritudeDragon	EDR-090-236-ZhaoYun	0	1	Campeon	Aliado	Vasallo	Puede atacar cuando entra en juego.
Jimmu Tenno	EspiritudeDragon	EDR-091-236-JimmuTenno	1	1	Campeon	Aliado	Vasallo	Paga tres Oro y gana +1 de fuerza.
Pa Yu Feng	EspiritudeDragon	EDR-092-236-PaYuFeng	1	1	Campeon Shaolin	Aliado	Vasallo	Si este Campeon es destruido reagrupas un Oro.
47 Ronin	EspiritudeDragon	EDR-093-236-47Ronin	1	1	Campeon Samurai	Aliado	Vasallo	Cuando entra en juego, este Campeon busca otro Campeon igual a este en tu Castillo y ponlo en juego.
Nomi No Sukune	EspiritudeDragon	EDR-094-236-NomiNoSukune	1	1	Campeon	Aliado	Vasallo	Si es destruido en combate es desterrado.
Shue Yuen	EspiritudeDragon	EDR-095-236-ShueYuen	1	3	Campeon Shaolin	Aliado	Vasallo	Una vez por turno copia la habilidad de un Campeon Shaolin en juego.
Li Sou	EspiritudeDragon	EDR-096-236-LiSou	1	2	Campeon Shaolin	Aliado	Vasallo	Gana +1 a la fuerza por cada Campeon Shaolin en juego.
Bai Yu Feng	EspiritudeDragon	EDR-097-236-BaiYuFeng	1	1	Campeon Shaolin	Aliado	Vasallo	Si hace dano al Mazo Castillo oponente destierra 3 cartas a eleccion del Cementerio oponente.
Shinobi	EspiritudeDragon	EDR-098-236-Shinobi	0	1	Campeon Ninja	Aliado	Vasallo	Cuando entra en juego busca un Arma en tu Mazo Castillo y ponla en tu Mano.
Wong Fei Hung	EspiritudeDragon	EDR-099-236-WongFeiHung	1	1	Campeon Shaolin	Aliado	Vasallo	Destierra este Aliado y todos tus Aliados en juego ganan +1 de fuerza por este turno.
Gallo Celestial	EspiritudeDragon	EDR-100-236-GalloCelestial	2	3	Criaturas	Aliado	Cortesano	Cuando entra en juego podras barajar en tu Castillo hasta dos Aliados de tu Cementerio. Luego baraja tu Castillo.
Oni	EspiritudeDragon	EDR-101-236-Oni	3	2	Criaturas	Aliado	Cortesano	Cuando entra en juego puedes buscar una copia de esta Criatura en tu Castillo o Cementerio y ponerla en tu Mano.
Geon Si	EspiritudeDragon	EDR-102-236-GeonSi	3	2	Criaturas	Aliado	Cortesano	Puedes destruir esta Aliado para barajar en su Castillo un Aliado oponente en juego.
Cienpies	EspiritudeDragon	EDR-103-236-Cienpies	2	2	Criaturas	Aliado	Cortesano	Puedes destruir este Aliado para darle +3 a la fuerza a un Aliado en juego.
Bruja de la Montana	EspiritudeDragon	EDR-104-236-BrujadelaMontana	2	2	Criaturas	Aliado	Cortesano	Si hace dano al Mazo Castillo oponente, puedes robar una carta.
Xing Tien	EspiritudeDragon	EDR-105-236-XingTien	2	2	Criaturas	Aliado	Cortesano	Paga tres Oro y gana +1 de fuerza permanentemente.
Ninyo	EspiritudeDragon	EDR-106-236-Ninyo	4	3	Criaturas	Aliado	Cortesano	En batalla mitologica destruye este Aliado para que todas tus demas Criaturas ganen +2 a la fuerza por este turno.
Konaki Jiji	EspiritudeDragon	EDR-107-236-KonakiJiji	2	1	Criaturas	Aliado	Cortesano	Cada vez que ataque puedes robar una carta de tu Castillo.
Gui	EspiritudeDragon	EDR-108-236-Gui	2	3	Criaturas	Aliado	Cortesano	Si es bloqueado roba una carta de tu Castillo.
Kappa	EspiritudeDragon	EDR-109-236-Kappa	2	2	Criaturas	Aliado	Cortesano	Si es destruido destierra tres cartas del Cementerio oponente que tu elijas.
Lung	EspiritudeDragon	EDR-110-236-Lung	4	4	Criaturas	Aliado	Real	En batalla mitologica genera dos Oros virtuales para jugar habilidades de Criaturas.
Gui Xian	EspiritudeDragon	EDR-111-236-GuiXian	0	3	Criaturas	Aliado	Real	Imbloqueable, cuando entra en juego puedes buscar una copia de esta Criatura del Cementerio o Castillo y ponerla en juego.
Fu	EspiritudeDragon	EDR-112-236-Fu	6	5	Criaturas	Aliado	Real	Mientras este Aliado este en juego siempre que juegues una Criatura descarta una carta al azar de la Mano de tu oponente.
Baku	EspiritudeDragon	EDR-113-236-Baku	5	3	Criaturas	Aliado	Real	No puede bloquear.
Feng-Huang	EspiritudeDragon	EDR-114-236-Feng-Huang	4	4	Criaturas	Aliado	Real	En batalla mitologica paga uno de Oro hasta dos veces y baraja con tu Castillo la carta que desees de tu Cementerio.
Tchi Yeu	EspiritudeDragon	EDR-115-236-TchiYeu	5	2	Criaturas	Aliado	Real	Para atacar paga 1 de Oro.
Kitsune	EspiritudeDragon	EDR-116-236-Kitsune	4	3	Criaturas	Aliado	Real	Si ataca y no es bloqueada mira la Mano de tu oponente.
Yosei	EspiritudeDragon	EDR-117-236-Yosei	5	5	Criaturas	Aliado	Real	Paga dos de Oro y un Aliado bajo tu control sera imbloqueable por este turno.
Tanuki	EspiritudeDragon	EDR-118-236-Tanuki	4	4	Criaturas	Aliado	Real	Una vez por turno y en tu fase de reagrupar, baraja una carta de tu Cementerio con tu Castillo o roba una carta de tu Mazo Castillo.
Chiang Shih	EspiritudeDragon	EDR-119-236-ChiangShih	3	3	Criaturas	Aliado	Real	Paga uno de Oro y este Aliado gana +1 de fuerza.
Serpiente Blanca	EspiritudeDragon	EDR-120-236-SerpienteBlanca	1	2	Criaturas	Aliado	Vasallo	Destruye esta carta y una Criatura que tengas en juego no recibe dano en este turno.
Kilin	EspiritudeDragon	EDR-121-236-Kilin	1	2	Criaturas	Aliado	Vasallo	Paga uno de Oro en batalla mitologica y mira la Mano de tu oponente.
Yurei	EspiritudeDragon	EDR-122-236-Yurei	2	2	Criaturas	Aliado	Vasallo	Si es destruido roba una carta.
Kong Kong	EspiritudeDragon	EDR-123-236-KongKong	1	2	Criaturas	Aliado	Vasallo	Siempre que ataque, tus Criaturas ganan un +1 de fuerza por el turno.
Nurikabe	EspiritudeDragon	EDR-124-236-Nurikabe	2	1	Criaturas	Aliado	Vasallo	Solo puede bloquear.
Tengu	EspiritudeDragon	EDR-125-236-Tengu	2	1	Criaturas	Aliado	Vasallo	Solo puede ser asignado como atacante si lo acompanan dos Aliados.
Grulla	EspiritudeDragon	EDR-126-236-Grulla	1	2	Criaturas	Aliado	Vasallo	Cuando entra en juego paga uno de Oro y puede atacar de inmediato.
Isun Boshi	EspiritudeDragon	EDR-127-236-IsunBoshi	1	2	Campeon	Aliado	Vasallo	Si es destruido mira la Mano de tu oponente.
Rukuru Kubi	EspiritudeDragon	EDR-128-236-RukuruKubi	2	1	Criaturas	Aliado	Vasallo	Despues de atacar vuelve a la linea de defensa.
Shachihoko	EspiritudeDragon	EDR-129-236-Shachihoko	1	2	Criaturas	Aliado	Vasallo	Puede atacar cuando entra en juego.
Jujitsu	EspiritudeDragon	EDR-130-236-Jujitsu	--	2	--	Talisman	Cortesano	Anulas una carta jugada por tu oponente, a menos que este se descarte de dos cartas de su Castillo.
Bushido	EspiritudeDragon	EDR-131-236-Bushido	--	3	--	Talisman	Cortesano	Cada uno de tus Aliados gana por este turno un bono de fuerza igual al numero de cartas que tengas en tu Mano.
Kayakujutsu	EspiritudeDragon	EDR-132-236-Kayakujutsu	--	3	--	Talisman	Cortesano	Elige un Oro oponente, este pierde todas sus habilidades de texto y luego destruyelo.
Feng Shui	EspiritudeDragon	EDR-133-236-FengShui	--	3	--	Talisman	Cortesano	Senala tres cartas de tu oponente en juego, dos que permanecen en juego y la otra va al Cementerio.
Dokuenjutsu	EspiritudeDragon	EDR-134-236-Dokuenjutsu	--	3	--	Talisman	Cortesano	Tu oponente manda al Cementerio dos cartas que tenga en juego.
Kawarimi	EspiritudeDragon	EDR-135-236-Kawarimi	--	3	--	Talisman	Cortesano	En respuesta a declarar un ataque, juega esta carta y cancelas todo el ataque de tu oponente.
Chi Kung	EspiritudeDragon	EDR-136-236-ChiKung	--	3	--	Talisman	Cortesano	En respuesta a declarar a un Aliado atacante en juego, juega esta carta y cancela su habilidad de texto por este turno.
Pak Hok Cha	EspiritudeDragon	EDR-137-236-PakHokCha	--	3	--	Talisman	Cortesano	Por este turno el siguiente Talisman que se juegue sera anulado.
Marca del Tigre	EspiritudeDragon	EDR-138-236-MarcadelTigre	--	3	--	Talisman	Cortesano	Juega este Talisman en respuesta a que una carta oponente utilice su habilidad de texto. La cancelas por este turno.
Sepukku	EspiritudeDragon	EDR-139-236-Sepukku	--	3	--	Talisman	Cortesano	Busca una carta de Aliado en el Castillo oponente y destierrala.
Kyudo	EspiritudeDragon	EDR-140-236-Kyudo	--	3	--	Talisman	Cortesano	Roba tres cartas de tu Castillo, muestralas a tu oponente y este destierra dos de esas cartas y la otra queda en tu Mano.
Asesino del Emperador	EspiritudeDragon	EDR-141-236-AsesinodelEmperador	--	3	--	Talisman	Cortesano	En respuesta a jugar un Aliado, este se considera imbloqueable, puede atacar en este turno y es destruido al final del turno.
Pao Chuan Fa	EspiritudeDragon	EDR-142-236-PaoChuanFa	--	3	--	Talisman	Cortesano	En respuesta a que tu declares un ataque, el siguiente Talisman que juegue tu oponente en este turno sera anulado.
Kage Aruki Jutsu	EspiritudeDragon	EDR-143-236-KageArukiJutsu	--	3	--	Talisman	Cortesano	Juega esta carta en respuesta a que tu oponente juegue un Aliado, descarta una carta de tu oponente al azar.
Saimin no Jutsu	EspiritudeDragon	EDR-144-236-SaiminnoJutsu	--	3	--	Talisman	Cortesano	En el proximo turno tu oponente no podra atacar, luego podras robar una carta de tu Castillo.
Kibidango	EspiritudeDragon	EDR-145-236-Kibidango	--	3	--	Talisman	Cortesano	Un Aliado en juego iguala su fuerza con su valor de Oro.
Iaido	EspiritudeDragon	EDR-146-236-Iaido	--	3	--	Talisman	Cortesano	Destruye un Arma a tu eleccion.
Okinawa Te	EspiritudeDragon	EDR-147-236-OkinawaTe	--	3	--	Talisman	Cortesano	En respuesta a que un Aliado oponente gane un bono de fuerza, cancelas ese efecto por este turno.
Kendo	EspiritudeDragon	EDR-148-236-Kendo	--	3	--	Talisman	Cortesano	Tu oponente destruye un Aliado con fuerza mayor a su valor de Oro.
Saku Arai	EspiritudeDragon	EDR-149-236-SakuArai	--	3	--	Talisman	Cortesano	Duplica la fuerza de un Arma para un Aliado bajo tu control por este turno.
Niten Ichi Ryu	EspiritudeDragon	EDR-150-236-NitenIchiRyu	--	5	--	Talisman	Real	Al jugar este Talisman tu eliges entre destruir todos los Aliados en juego o que todos los jugadores se descarten de su Mano.
Acupuntura	EspiritudeDragon	EDR-151-236-Acupuntura	--	4	--	Talisman	Real	Puedes barajar de tu Cementerio con tu Castillo tantas cartas como Oros tenga tu oponente en juego.
Descubrir al Zorro	EspiritudeDragon	EDR-152-236-DescubriralZorro	--	0	--	Talisman	Real	Juega esta carta en respuesta a que entre en juego un Aliado oponente que afecte los Oros. Este Aliado entrara en juego sin su habilidad.
I Ching	EspiritudeDragon	EDR-153-236-Iching	--	1	--	Talisman	Real	Si tienes en juego un Xian busca un Talisman en tu Castillo, muestralo a tu oponente y ponlo en tu Mano.
Tche Ma Tien	EspiritudeDragon	EDR-154-236-TcheMaTien	--	5	--	Talisman	Real	En respuesta a si durante el juego tienes, despues de resolverse, el dano en tu Castillo, menos de 3 cartas, baraja tu Cementerio con tu Castillo.
Kage Bun Shin No Jutsu	EspiritudeDragon	EDR-155-236-KageBunShinNoJutsu	--	2	--	Talisman	Real	Si todos tus Aliados en juego son de la misma raza son imbloqueables por este turno.
Lung Chuan-Fa	EspiritudeDragon	EDR-156-236-LungChuan-Fa	--	4	--	Talisman	Real	Todas tus cartas pueden bloquear cartas imbloqueables y ganan +2 a la fuerza por este turno.
Tecnica de un Dedo	EspiritudeDragon	EDR-157-236-TecnicadeunDedo	--	4	--	Talisman	Real	Todo el dano que recibiria tu Castillo lo recibe un Aliado que tengas en juego.
Yabusame	EspiritudeDragon	EDR-158-236-Yabusame	--	4	--	Talisman	Real	Tu oponente bota de su Castillo las cuatro cartas superiores. Este Talisman no puede ser anulado.
Kitsune-Tsuki	EspiritudeDragon	EDR-159-236-Kitsune-Tsuki	--	5	--	Talisman	Real	Tu oponente bota de su Mazo tantas cartas como cartas de Oro tenga en juego.
Ken Nage	EspiritudeDragon	EDR-160-236-KenNage	--	6	--	Talisman	Real	Tu oponente se descarta de toda su Mano (unica).
Fu Chuan-Fa	EspiritudeDragon	EDR-161-236-FuChuan-Fa	--	3	--	Talisman	Real	Por este turno, un Aliado en juego gana +1 de fuerza por cada carta de Oro que tengas en juego.
Yingzhao Chuan-Fa	EspiritudeDragon	EDR-162-236-YingzhaoChuan-Fa	--	6	--	Talisman	Real	Juegas un turno extra o destruye dos cartas oponentes en juego a tu eleccion.
Tradicion Viva	EspiritudeDragon	EDR-163-236-TradicionViva	--	6	--	Talisman	Real	La siguiente carta que juegues tendra costo cero y no podra ser anulada.
Banquete Japones	EspiritudeDragon	EDR-164-236-BanqueteJapones	--	1	--	Talisman	Real	Una carta de Oro genera el doble por este turno.
Viaje al Oeste	EspiritudeDragon	EDR-165-236-ViajealOeste	--	2	--	Talisman	Real	Descarta una carta de tu Mano para que tu oponente se descarte de dos cartas de su Mano; esta carta no puede ser anulada.
Tang Lang Chuan-Fa	EspiritudeDragon	EDR-166-236-TangLangChuan-Fa	--	3	--	Talisman	Real	Al terminar este turno si no atacas bota 4 cartas del Castillo oponente.
Ge Xiang Weng	EspiritudeDragon	EDR-167-236-GeXiangWeng	--	3	--	Talisman	Real	En respuesta a jugar un Talisman, evitas que este vaya al Cementerio despues de ser jugado. Este Talisman no puede ser nuevamente jugado en este turno.
